Person_ID,Day,Exercise_Type,Duration_Minutes,Calories_Burned
464,Monday,Treadmill,82,656
464,Tuesday,Elliptical,99,693
464,Wednesday,Shoulder Press,72,792
464,Thursday,Lunges,124,868
464,Friday,HIIT,116,812
464,Saturday,Football,24,264
464,Sunday,Dancing,21,147
465,Monday,Treadmill,101,1010
465,Tuesday,Football,111,999
465,Wednesday,Mountain Climbers,81,648
465,Thursday,Martial Arts,108,756
465,Friday,Tennis,137,1233
465,Saturday,Sit-ups,86,946
465,Sunday,Core Training,42,504
466,Monday,Pull-ups,36,432
466,Tuesday,Push-ups,134,1474
466,Wednesday,Resistance Band Workout,122,1220
466,Thursday,Football,132,924
466,Friday,Strength Training,127,1524
466,Saturday,Strength Training,69,414
466,Sunday,CrossFit,61,732
467,Monday,Basketball,134,1340
467,Tuesday,Crunches,149,1639
467,Wednesday,Swimming,150,1050
467,Thursday,Spin Class,27,324
467,Friday,Stair Climber,149,1341
467,Saturday,Handball,91,546
467,Sunday,Badminton,30,330
468,Monday,Shoulder Press,77,770
468,Tuesday,Volleyball,101,606
468,Wednesday,Elliptical,149,1788
468,Thursday,Jumping Jacks,37,259
468,Friday,Bench Press,73,584
468,Saturday,Squats,60,480
468,Sunday,Burpees,76,684
469,Monday,Leg Press,31,341
469,Tuesday,Skipping Rope,123,738
469,Wednesday,Jumping Jacks,40,320
469,Thursday,Stretching,148,1480
469,Friday,Core Training,62,682
469,Saturday,Core Training,59,354
469,Sunday,Zumba,23,230
470,Monday,Kettlebell Workout,92,1012
470,Tuesday,Mountain Climbers,74,814
470,Wednesday,Sprinting,102,714
470,Thursday,Sit-ups,104,1248
470,Friday,Leg Press,109,654
470,Saturday,Pilates,130,910
470,Sunday,Football,56,336
471,Monday,Battle Ropes,52,416
471,Tuesday,Swimming,116,1160
471,Wednesday,Shoulder Press,77,462
471,Thursday,Rock Climbing,42,420
471,Friday,Badminton,85,680
471,Saturday,Tennis,105,735
471,Sunday,Walking,149,894
472,Monday,Plank,135,1350
472,Tuesday,Push-ups,34,408
472,Wednesday,Leg Press,130,1560
472,Thursday,Leg Press,139,1251
472,Friday,Strength Training,44,308
472,Saturday,Surfing,51,612
472,Sunday,Table Tennis,86,1032
473,Monday,Yoga,125,1500
473,Tuesday,Zumba,92,1104
473,Wednesday,Martial Arts,106,1060
473,Thursday,Basketball,85,935
473,Friday,Pull-ups,60,720
473,Saturday,Stair Climber,77,616
473,Sunday,Shoulder Press,137,1096
474,Monday,Powerlifting,139,1390
474,Tuesday,Zumba,33,231
474,Wednesday,Strength Training,29,232
474,Thursday,Pull-ups,85,935
474,Friday,Spin Class,124,868
474,Saturday,Zumba,145,1015
474,Sunday,Stair Climber,42,462
475,Monday,HIIT,127,1524
475,Tuesday,Deadlifts,94,1128
475,Wednesday,Boxing,45,495
475,Thursday,Skating,107,1284
475,Friday,Bench Press,63,378
475,Saturday,Mobility Drills,28,280
475,Sunday,Aerobics,118,1298
476,Monday,Leg Press,45,315
476,Tuesday,Volleyball,87,696
476,Wednesday,Pull-ups,30,360
476,Thursday,Pull-ups,23,230
476,Friday,Shoulder Press,66,660
476,Saturday,Treadmill,34,408
476,Sunday,Running,79,790
477,Monday,Yoga,39,429
477,Tuesday,Push-ups,122,1098
477,Wednesday,Rugby,144,1728
477,Thursday,Battle Ropes,82,984
477,Friday,Zumba,120,960
477,Saturday,Elliptical,96,1056
477,Sunday,Rowing,57,513
478,Monday,Kettlebell Workout,54,432
478,Tuesday,Jumping Jacks,119,952
478,Wednesday,Hiking,96,1152
478,Thursday,HIIT,97,1067
478,Friday,Sit-ups,89,801
478,Saturday,Walking,21,252
478,Sunday,Kettlebell Workout,128,768
479,Monday,Table Tennis,51,561
479,Tuesday,Sit-ups,63,567
479,Wednesday,Stretching,116,812
479,Thursday,Sit-ups,145,1595
479,Friday,Pilates,21,126
479,Saturday,Jumping Jacks,97,1164
479,Sunday,Strength Training,60,660
480,Monday,Treadmill,116,1276
480,Tuesday,Pull-ups,22,154
480,Wednesday,Treadmill,137,1096
480,Thursday,Sprinting,96,672
480,Friday,Martial Arts,121,1210
480,Saturday,Push-ups,77,616
480,Sunday,Walking,118,708
481,Monday,Pull-ups,121,968
481,Tuesday,Strength Training,117,1053
481,Wednesday,Treadmill,79,790
481,Thursday,Squats,21,147
481,Friday,Surfing,50,600
481,Saturday,Bench Press,36,432
481,Sunday,Sit-ups,136,1088
482,Monday,Surfing,148,1628
482,Tuesday,Martial Arts,84,756
482,Wednesday,Resistance Band Workout,61,732
482,Thursday,Dancing,30,300
482,Friday,Walking,92,644
482,Saturday,Rowing,35,350
482,Sunday,Powerlifting,133,798
483,Monday,Bench Press,42,462
483,Tuesday,Tennis,99,1089
483,Wednesday,Spin Class,56,672
483,Thursday,Stair Climber,47,423
483,Friday,Handball,71,710
483,Saturday,Sit-ups,37,222
483,Sunday,Table Tennis,49,441
484,Monday,Skating,20,240
484,Tuesday,Core Training,83,498
484,Wednesday,Strength Training,47,564
484,Thursday,Rugby,107,1070
484,Friday,Surfing,147,1617
484,Saturday,Tennis,73,584
484,Sunday,Treadmill,106,954
485,Monday,Dancing,27,216
485,Tuesday,Elliptical,142,1704
485,Wednesday,Shoulder Press,44,484
485,Thursday,Skipping Rope,31,217
485,Friday,Basketball,137,1507
485,Saturday,Zumba,47,282
485,Sunday,Aerobics,123,861
486,Monday,Burpees,97,776
486,Tuesday,Handball,92,552
486,Wednesday,Handball,49,392
486,Thursday,Kettlebell Workout,49,294
486,Friday,Rock Climbing,114,684
486,Saturday,Core Training,50,450
486,Sunday,Lunges,33,198
487,Monday,Rock Climbing,21,168
487,Tuesday,Skipping Rope,44,352
487,Wednesday,Cycling,67,804
487,Thursday,Shoulder Press,89,712
487,Friday,Cycling,113,678
487,Saturday,Skating,140,1260
487,Sunday,Hiking,131,786
488,Monday,Pilates,129,774
488,Tuesday,Stretching,97,873
488,Wednesday,Squats,74,814
488,Thursday,CrossFit,90,630
488,Friday,Zumba,70,770
488,Saturday,Tennis,97,776
488,Sunday,Mountain Climbers,98,784
489,Monday,Kickboxing,96,672
489,Tuesday,Pilates,91,1092
489,Wednesday,Skipping Rope,61,549
489,Thursday,Table Tennis,66,462
489,Friday,Pull-ups,138,1656
489,Saturday,Zumba,115,1150
489,Sunday,Crunches,48,480
490,Monday,Elliptical,136,1224
490,Tuesday,Powerlifting,55,605
490,Wednesday,Rock Climbing,59,531
490,Thursday,Dancing,76,456
490,Friday,Tennis,105,1260
490,Saturday,Sprinting,93,1023
490,Sunday,Resistance Band Workout,136,1496
491,Monday,Boxing,120,1440
491,Tuesday,Skating,84,924
491,Wednesday,Plank,52,468
491,Thursday,Push-ups,101,1212
491,Friday,Bench Press,131,1441
491,Saturday,Shoulder Press,99,792
491,Sunday,Boxing,76,608
492,Monday,Squats,46,322
492,Tuesday,Powerlifting,120,1200
492,Wednesday,Spin Class,137,1507
492,Thursday,Badminton,117,1170
492,Friday,Zumba,139,1529
492,Saturday,Spin Class,108,864
492,Sunday,Aerobics,45,450
493,Monday,Mobility Drills,103,618
493,Tuesday,Spin Class,58,580
493,Wednesday,Basketball,115,1265
493,Thursday,Leg Press,100,600
493,Friday,Elliptical,36,432
493,Saturday,Pilates,54,540
493,Sunday,Crunches,47,564
494,Monday,Handball,73,876
494,Tuesday,HIIT,36,324
494,Wednesday,Rock Climbing,66,726
494,Thursday,Dancing,68,748
494,Friday,Table Tennis,131,1572
494,Saturday,Surfing,74,740
494,Sunday,Sit-ups,36,432
495,Monday,Powerlifting,24,192
495,Tuesday,Burpees,131,786
495,Wednesday,Battle Ropes,88,704
495,Thursday,Mountain Climbers,24,192
495,Friday,Jumping Jacks,94,1128
495,Saturday,Zumba,116,812
495,Sunday,Stretching,122,1098
496,Monday,Yoga,44,396
496,Tuesday,Battle Ropes,96,1056
496,Wednesday,Push-ups,54,378
496,Thursday,Aerobics,113,678
496,Friday,Martial Arts,148,1332
496,Saturday,Handball,108,864
496,Sunday,Strength Training,117,1170
497,Monday,Spin Class,78,468
497,Tuesday,Walking,77,462
497,Wednesday,Spin Class,112,896
497,Thursday,Mountain Climbers,127,762
497,Friday,Aerobics,74,666
497,Saturday,Crunches,129,1419
497,Sunday,Handball,38,228
498,Monday,Elliptical,119,833
498,Tuesday,Skating,42,336
498,Wednesday,Shoulder Press,134,1206
498,Thursday,Plank,75,675
498,Friday,Dancing,91,637
498,Saturday,Elliptical,96,576
498,Sunday,Shoulder Press,150,1350
499,Monday,Pilates,56,392
499,Tuesday,Crunches,131,786
499,Wednesday,Mobility Drills,54,648
499,Thursday,Spin Class,88,1056
499,Friday,Sprinting,103,618
499,Saturday,Pilates,84,504
499,Sunday,Lunges,43,516
500,Monday,CrossFit,47,282
500,Tuesday,Stretching,89,534
500,Wednesday,Lunges,141,1551
500,Thursday,Volleyball,26,208
500,Friday,Resistance Band Workout,121,847
500,Saturday,Squats,40,480
500,Sunday,CrossFit,75,450
