Meal_Name,Meal_Type,Calories_kcal,Protein_g,Carbs_g,Fats_g
Grilled Tofu,Breakfast,527,19.6,109.4,19.0
Mild Sprouts,Lunch,307,37.3,49.7,38.1
Dry Tofu,Snack,269,19.7,78.8,28.3
Steamed Roti,Snack,407,38.3,101.9,6.9
Grilled Tofu,Dinner,160,32.0,92.4,6.0
Vegan Smoothie,Snack,679,23.3,31.9,27.6
Classic Dal,Dinner,484,48.1,48.6,16.1
Masala Biryani,Lunch,649,10.1,11.7,27.8
Fried Chicken,Snack,198,37.5,32.9,31.3
Low Fat Mushroom,Snack,670,17.9,51.5,8.5
Tandoori Lentil,Lunch,342,36.2,114.4,30.6
Dry Tofu,Snack,209,32.9,35.0,25.8
Steamed Tofu,Lunch,541,49.4,42.3,32.2
Roasted Khichdi,Breakfast,421,46.6,45.0,8.0
High Protein Fish,Breakfast,655,13.9,10.6,12.5
Mild Smoothie,Dinner,623,11.5,60.0,5.3
Curry Chicken,Snack,217,19.7,49.2,27.3
Vegan Paneer,Breakfast,680,14.0,62.1,11.3
Garlic Tofu,Snack,252,16.9,18.2,16.0
Vegan Tofu,Snack,746,25.3,117.8,29.8
Masala Oats,Snack,659,44.4,93.5,10.8
Classic Soup,Dinner,163,46.6,20.3,24.7
Vegan Pulao,Lunch,338,26.0,108.6,19.3
Curry Oats,Breakfast,489,31.8,18.5,28.2
Classic Biryani,Lunch,677,29.1,44.3,31.1
Mild Dal,Snack,502,5.4,63.3,23.6
Spicy Khichdi,Lunch,479,27.5,81.4,39.7
Masala Soya,Dinner,672,47.1,43.5,30.8
Spicy Paratha,Dinner,360,39.4,13.5,10.3
Steamed Soya,Snack,431,18.2,71.0,12.8
Fried Fish,Lunch,247,34.7,92.4,24.9
Butter Salad,Dinner,242,5.4,104.7,5.6
Herb Sandwich,Dinner,480,23.4,20.0,37.5
Herb Dosa,Snack,425,25.3,66.6,24.1
Mild Soup,Lunch,522,44.8,75.2,9.6
High Protein Tofu,Dinner,706,26.6,75.9,26.4
Classic Roti,Breakfast,525,40.5,18.0,39.6
Fried Oats,Dinner,722,36.3,40.8,19.6
Vegan Lentil,Snack,394,12.2,106.5,6.3
Roasted Sprouts,Breakfast,412,30.6,50.6,38.1
Vegan Soya,Dinner,521,22.6,20.7,17.0
Curry Lentil,Breakfast,582,12.3,105.3,31.5
High Protein Upma,Dinner,372,35.8,99.8,25.9
Masala Lentil,Breakfast,753,41.7,38.6,19.3
Vegan Sandwich,Lunch,730,35.5,65.9,34.3
Steamed Brown Rice,Snack,631,5.8,86.8,31.6
Spicy Smoothie,Breakfast,579,39.8,17.9,33.1
High Protein Tofu,Breakfast,174,27.2,60.6,7.5
Roasted Soup,Breakfast,173,48.3,81.6,20.5
Low Fat Chicken,Lunch,391,25.7,16.0,11.1
Classic Dosa,Lunch,584,32.0,36.5,35.8
Dry Rajma,Snack,199,33.8,31.6,38.9
Herb Fish,Snack,398,19.7,69.9,5.4
Roasted Paratha,Lunch,579,48.0,64.7,38.3
Roasted Idli,Dinner,695,17.0,98.8,15.4
Curry Paneer,Lunch,637,48.2,21.0,30.3
Curry Dosa,Dinner,180,22.8,115.7,13.7
Roasted Dal,Lunch,404,10.0,78.9,22.5
Mild Egg,Breakfast,690,21.3,66.8,20.8
Grilled Brown Rice,Dinner,433,35.6,15.3,12.0
High Protein Chole,Lunch,668,30.8,46.5,24.9
Fried Mushroom,Dinner,444,29.9,104.5,8.4
Fried Egg,Snack,568,33.6,65.7,26.2
Grilled Paratha,Dinner,171,23.4,109.4,36.9
High Protein Idli,Lunch,260,18.8,62.6,32.1
High Protein Idli,Snack,305,30.9,93.1,13.9
Dry Biryani,Dinner,621,11.6,86.0,12.0
Garlic Khichdi,Lunch,476,5.4,77.2,28.3
Herb Chole,Breakfast,499,13.9,109.4,22.7
Mild Brown Rice,Breakfast,258,8.2,13.3,7.0
Herb Paratha,Snack,430,47.1,22.3,9.9
Spicy Mushroom,Breakfast,581,37.5,69.9,11.3
High Protein Rajma,Breakfast,171,27.2,117.1,31.7
Herb Khichdi,Lunch,552,40.8,80.0,5.1
Spicy Tofu,Breakfast,511,41.4,39.6,37.1
Mild Soup,Snack,681,32.5,56.8,38.0
Herb Paneer,Dinner,705,36.3,80.5,7.3
Masala Biryani,Snack,446,43.1,82.8,31.1
Dry Chole,Dinner,339,19.4,90.5,22.6
Butter Fish,Dinner,634,6.4,23.3,10.3
High Protein Smoothie,Dinner,712,36.7,54.1,13.1
Tandoori Poha,Dinner,338,15.2,50.8,14.8
Steamed Mushroom,Breakfast,587,21.8,79.0,23.3
Mild Fish,Lunch,278,22.2,94.1,15.8
Butter Fish,Dinner,403,6.5,93.0,35.6
Herb Oats,Lunch,800,13.5,79.2,26.1
Low Fat Dosa,Snack,257,6.3,117.4,31.4
Spicy Quinoa,Snack,287,30.2,28.5,14.4
Spicy Soup,Snack,800,46.8,37.8,21.9
Fried Salad,Breakfast,531,26.7,85.3,34.6
Butter Sprouts,Dinner,311,42.1,40.0,20.2
Dry Tofu,Lunch,323,24.3,90.5,27.3
Roasted Dosa,Lunch,235,38.1,86.5,27.2
Classic Oats,Dinner,327,15.2,26.2,38.5
Roasted Salad,Breakfast,641,35.8,116.5,36.6
Butter Fish,Lunch,410,43.1,99.0,27.7
Low Fat Egg,Dinner,444,28.1,87.9,5.8
Garlic Chole,Snack,152,44.1,84.2,36.1
Herb Roti,Lunch,379,36.1,103.3,10.3
Low Fat Rajma,Breakfast,654,10.3,17.3,26.8
Masala Quinoa,Dinner,222,33.1,113.3,18.0
Garlic White Rice,Snack,463,40.3,86.1,15.0
Masala Chicken,Dinner,763,12.6,94.8,34.0
Herb Soya,Dinner,250,26.1,15.8,18.5
Low Fat Egg,Breakfast,771,21.4,25.5,26.8
Mild Mushroom,Lunch,798,36.3,82.2,31.4
Vegan Chole,Breakfast,325,40.9,86.3,24.0
Garlic Smoothie,Dinner,641,11.5,110.9,6.6
Grilled Chole,Snack,260,32.0,78.6,18.9
Low Fat Chole,Lunch,643,18.8,46.8,26.5
Spicy Chicken,Snack,554,36.5,106.8,8.4
Dry Smoothie,Breakfast,245,20.9,52.3,37.6
Herb Chicken,Dinner,415,17.0,91.3,18.5
Herb Salad,Breakfast,201,35.2,19.8,5.0
Curry Brown Rice,Breakfast,528,38.5,103.5,34.7
Vegan Egg,Dinner,260,43.8,105.7,14.1
Spicy Sandwich,Snack,343,44.5,41.4,18.8
Butter Smoothie,Snack,306,9.5,93.5,21.4
Vegan Dal,Dinner,603,11.3,27.6,28.4
Spicy Paneer,Breakfast,378,21.0,98.7,25.8
Mild Roti,Lunch,412,39.8,45.7,29.0
Herb Upma,Breakfast,530,42.6,63.1,27.4
Classic Brown Rice,Dinner,543,46.6,24.9,23.0
Curry Smoothie,Dinner,367,31.4,66.2,12.9
Dry White Rice,Dinner,460,33.0,44.6,36.4
Grilled Mushroom,Breakfast,526,31.5,80.3,31.2
Mild Sandwich,Dinner,437,44.6,41.5,33.0
Mild Upma,Dinner,444,19.8,113.6,25.1
Vegan Idli,Snack,712,15.8,37.4,20.4
Dry Dal,Snack,529,43.2,11.9,33.5
Steamed Quinoa,Snack,795,39.7,71.3,24.1
Spicy Biryani,Lunch,306,48.4,33.9,39.5
Spicy Sandwich,Dinner,200,12.9,36.3,16.1
Fried Paratha,Snack,320,40.4,70.0,23.3
Tandoori Biryani,Lunch,669,40.7,30.3,36.9
High Protein Soya,Dinner,326,14.0,97.8,12.8
High Protein Quinoa,Snack,660,44.6,37.1,9.9
Grilled Biryani,Breakfast,709,9.6,69.1,31.1
Curry Soup,Dinner,366,23.6,58.0,34.7
Butter Egg,Snack,715,23.3,23.7,39.3
Grilled Smoothie,Breakfast,489,13.1,89.1,16.7
Masala Paneer,Dinner,458,20.0,118.5,28.7
Spicy Paneer,Breakfast,513,45.7,12.3,11.8
Roasted Sandwich,Snack,720,15.2,118.1,22.7
Classic Rajma,Lunch,564,44.0,118.8,25.2
Fried Oats,Snack,296,31.1,21.5,5.1
Low Fat Quinoa,Dinner,425,43.4,111.9,32.2
Masala Dosa,Snack,358,23.0,66.4,24.4
High Protein Lentil,Dinner,598,15.0,26.0,28.6
Fried Khichdi,Breakfast,414,35.3,82.9,18.5
Steamed Smoothie,Lunch,542,27.2,103.6,19.3
Masala Biryani,Lunch,176,47.9,38.0,21.4
Tandoori Soya,Snack,237,37.6,19.2,19.1
Tandoori Paneer,Lunch,497,46.6,81.3,11.3
Dry Chole,Snack,672,24.9,72.3,13.5
Low Fat Dal,Snack,538,17.6,104.8,32.7
Butter Khichdi,Snack,159,28.8,107.1,8.7
Mild Paratha,Dinner,474,6.0,77.3,31.6
Vegan Upma,Snack,336,7.6,47.9,28.0
Curry Dosa,Breakfast,685,17.5,72.8,26.5
Classic Quinoa,Snack,389,22.4,16.8,6.3
Low Fat Chicken,Lunch,187,29.2,18.2,27.1
Steamed Biryani,Lunch,691,12.0,30.6,13.0
Steamed Pulao,Breakfast,509,12.3,66.2,19.6
Fried Soya,Breakfast,391,43.2,86.2,36.4
High Protein Oats,Breakfast,662,39.8,107.2,10.6
Spicy Smoothie,Dinner,297,14.6,101.9,31.0
High Protein Oats,Lunch,435,18.9,39.8,20.1
Classic White Rice,Snack,443,21.7,65.5,33.8
Dry Salad,Lunch,264,21.5,105.3,15.4
Mild Idli,Lunch,285,34.6,24.0,13.2
Grilled Quinoa,Snack,693,15.2,56.6,9.2
Spicy Tofu,Dinner,566,41.7,42.0,31.7
Tandoori White Rice,Breakfast,329,6.6,38.2,26.5
Vegan Smoothie,Breakfast,262,21.0,95.6,5.0
High Protein Brown Rice,Dinner,604,24.0,65.5,8.9
Curry Lentil,Breakfast,717,9.6,91.6,33.2
Fried Quinoa,Snack,218,6.4,25.7,12.7
Mild Mushroom,Lunch,777,31.4,76.4,31.5
Fried Chicken,Lunch,252,44.4,119.9,32.5
Masala Salad,Snack,597,7.0,49.2,24.6
Masala Chole,Lunch,466,33.9,56.0,37.4
High Protein Oats,Breakfast,790,27.9,78.3,13.6
Curry Tofu,Lunch,436,21.8,99.6,16.4
Vegan Salad,Snack,335,45.3,15.8,36.8
Steamed Mushroom,Breakfast,316,37.8,54.2,18.6
Roasted Soup,Dinner,168,7.9,116.6,21.1
Vegan Sandwich,Lunch,307,12.2,116.7,5.3
Mild Idli,Lunch,781,30.0,95.7,27.6
Dry Idli,Lunch,496,13.0,70.1,9.8
Masala Khichdi,Breakfast,620,32.7,105.6,5.1
Butter Chicken,Lunch,163,28.2,18.5,12.0
Herb Sprouts,Snack,370,29.0,75.7,20.0
Classic Salad,Breakfast,497,11.6,109.3,34.6
Butter Salad,Dinner,305,48.0,14.7,11.5
Classic Khichdi,Snack,501,20.9,107.3,23.9
Tandoori Chole,Snack,673,21.2,91.1,10.6
Fried Lentil,Dinner,582,18.4,79.7,11.7
Fried Salad,Breakfast,711,26.3,99.1,17.4
Fried Dosa,Dinner,680,10.2,29.5,20.1
Mild Pulao,Snack,375,7.5,51.2,26.3
Masala White Rice,Lunch,385,43.0,53.2,31.9
Steamed Quinoa,Breakfast,238,45.8,85.0,5.2
Fried Paneer,Dinner,202,37.2,52.1,24.7
Roasted Upma,Lunch,438,17.4,113.4,14.0
Tandoori Idli,Lunch,269,10.1,23.9,6.8
Tandoori Mushroom,Dinner,340,45.4,77.6,27.2
Vegan Chicken,Snack,781,34.8,75.9,12.0
Roasted Paratha,Snack,416,43.3,40.9,35.6
Vegan Brown Rice,Breakfast,565,23.7,21.6,30.7
Mild Pulao,Lunch,460,28.3,26.9,38.2
Masala Poha,Dinner,330,37.4,78.9,8.8
High Protein Paneer,Lunch,533,41.7,14.1,17.3
Vegan Pulao,Breakfast,454,43.9,109.4,12.3
Dry Quinoa,Snack,634,12.5,70.1,5.7
Garlic Chicken,Snack,169,19.0,15.3,11.0
Masala Soup,Lunch,647,14.7,103.2,12.6
Masala Paneer,Lunch,290,9.5,84.1,9.9
Mild Dosa,Snack,299,33.4,71.5,23.2
Fried Pulao,Breakfast,178,35.4,85.5,12.6
Tandoori Sprouts,Breakfast,456,48.8,79.0,27.6
Spicy White Rice,Dinner,679,30.2,100.6,7.9
Mild Brown Rice,Snack,619,5.0,28.8,17.4
Herb Paratha,Breakfast,560,42.1,89.3,15.4
Vegan Quinoa,Breakfast,735,48.8,27.0,20.5
Mild Quinoa,Lunch,400,6.4,50.7,29.9
Curry Poha,Snack,639,43.6,32.7,16.5
Spicy Brown Rice,Dinner,651,49.3,77.0,29.1
Butter Brown Rice,Snack,645,7.5,72.1,6.7
Butter Idli,Snack,560,35.2,63.6,36.3
Vegan Biryani,Dinner,319,41.2,81.8,5.1
Curry Mushroom,Dinner,645,44.4,64.4,17.9
Tandoori Lentil,Snack,676,8.6,44.6,16.4
Mild Oats,Lunch,792,17.1,93.0,35.6
Steamed Khichdi,Snack,173,18.7,86.1,7.8
Curry Brown Rice,Breakfast,553,23.6,48.7,5.7
Roasted Idli,Breakfast,784,23.7,117.7,25.5
Dry Chicken,Lunch,696,11.2,54.1,39.0
Garlic Mushroom,Breakfast,492,23.6,31.3,27.8
Grilled Salad,Breakfast,621,14.7,94.7,24.3
Spicy Soya,Snack,212,11.1,31.9,17.1
Spicy Pulao,Lunch,583,31.3,108.8,27.9
Tandoori Mushroom,Breakfast,611,17.6,118.1,16.0
Grilled Chicken,Breakfast,776,25.2,103.3,38.8
High Protein Dal,Dinner,697,21.3,74.7,24.7
Curry Egg,Dinner,690,24.2,58.0,39.7
Masala Soup,Dinner,524,16.2,45.3,27.5
Garlic Idli,Dinner,409,23.5,37.7,38.3
Butter Tofu,Lunch,307,40.6,101.4,23.2
Herb Biryani,Dinner,402,19.6,47.5,30.1
Butter Lentil,Lunch,504,32.5,11.2,19.1
Garlic Soup,Snack,457,20.1,73.3,30.2
Steamed Lentil,Lunch,400,17.7,69.1,7.4
Tandoori Rajma,Lunch,766,40.8,111.3,26.4
Tandoori Paratha,Dinner,447,28.5,108.3,19.3
Spicy Soya,Dinner,726,49.6,48.5,13.0
Roasted Lentil,Lunch,303,26.2,71.0,29.1
Masala Mushroom,Lunch,194,20.7,117.4,9.7
Spicy Biryani,Snack,661,17.5,106.6,26.8
Herb Salad,Lunch,737,30.7,39.3,12.9
High Protein Paratha,Snack,714,28.2,83.5,12.7
Roasted Chicken,Dinner,777,43.2,70.6,22.1
Tandoori Quinoa,Snack,197,31.2,64.1,22.5
High Protein Biryani,Dinner,677,8.7,96.3,20.2
Herb Smoothie,Breakfast,210,18.2,70.3,28.1
Garlic Roti,Breakfast,625,31.0,51.1,18.6
Curry Soup,Snack,739,28.0,113.8,19.6
Roasted Egg,Snack,621,40.1,72.7,26.1
High Protein Poha,Dinner,263,48.0,92.7,16.5
Spicy Biryani,Breakfast,326,45.4,23.9,39.0
Curry Chole,Dinner,510,33.5,90.0,38.9
Tandoori White Rice,Snack,497,26.9,105.4,14.0
Vegan Tofu,Lunch,213,49.5,92.8,33.8
Spicy Soup,Breakfast,545,21.8,110.8,36.3
Roasted Chicken,Breakfast,271,12.9,67.8,22.0
Garlic Smoothie,Lunch,482,36.7,114.9,11.7
Classic Sprouts,Breakfast,193,43.3,70.0,10.5
Vegan Poha,Lunch,500,35.7,17.6,15.4
Grilled Quinoa,Lunch,197,12.0,65.6,34.5
Tandoori Salad,Dinner,575,13.1,49.2,39.2
Masala Egg,Breakfast,488,23.4,94.1,21.5
Spicy Fish,Breakfast,768,32.2,113.6,13.1
Dry Sprouts,Snack,394,37.0,24.8,23.8
Herb Smoothie,Dinner,255,15.3,112.7,15.6
Mild Tofu,Lunch,309,6.6,89.8,21.2
Low Fat Soup,Lunch,761,48.7,83.2,6.1
Butter Dosa,Dinner,696,16.5,54.3,10.1
Spicy Khichdi,Lunch,394,16.3,63.9,34.3
Herb Brown Rice,Breakfast,241,27.3,31.3,38.9
Vegan Salad,Dinner,609,5.0,94.6,33.9
Mild Tofu,Dinner,260,40.2,62.0,20.3
Garlic Salad,Breakfast,266,24.4,79.7,10.7
Spicy Dosa,Snack,258,42.6,94.6,20.8
Low Fat Poha,Lunch,719,41.8,59.0,27.8
Low Fat Smoothie,Snack,315,5.5,113.7,29.6
Grilled White Rice,Dinner,422,49.9,58.8,7.1
Vegan Sprouts,Lunch,203,31.6,98.1,5.4
Low Fat White Rice,Breakfast,555,47.0,79.6,17.4
Butter Khichdi,Snack,529,15.7,110.0,20.0
Dry Pulao,Lunch,271,21.6,48.6,13.6
Masala Poha,Dinner,572,32.4,103.3,18.1
Steamed Soup,Dinner,308,45.2,99.7,26.5
Butter Rajma,Breakfast,515,21.1,107.8,34.2
Curry Poha,Breakfast,305,26.3,40.8,17.8
Classic Smoothie,Lunch,280,24.9,41.3,6.8
Vegan Upma,Dinner,774,41.1,94.5,27.5
High Protein Oats,Snack,310,46.9,80.0,18.7
Fried Sandwich,Snack,259,10.8,37.5,22.9
Dry Lentil,Dinner,555,46.6,65.4,12.4
Dry Poha,Lunch,327,29.2,54.4,23.0
Grilled Sandwich,Breakfast,436,48.6,36.4,20.7
Spicy Idli,Breakfast,642,29.0,43.8,21.9
High Protein Oats,Breakfast,363,47.8,57.8,22.0
Roasted Fish,Dinner,328,34.2,103.2,29.8
Mild Fish,Lunch,343,24.7,51.1,38.5
Steamed Paneer,Breakfast,457,8.5,68.4,27.4
High Protein Dal,Breakfast,286,23.6,92.8,17.4
Steamed Salad,Breakfast,486,32.4,117.2,17.8
Mild Sandwich,Lunch,415,6.1,51.0,22.0
Tandoori Sandwich,Breakfast,246,40.8,82.2,19.0
Fried Poha,Lunch,488,24.3,17.8,37.3
Garlic Fish,Lunch,669,26.0,36.6,6.1
Masala Rajma,Lunch,154,18.2,113.5,39.1
Garlic Oats,Lunch,380,40.1,83.4,17.7
Low Fat Upma,Lunch,476,12.4,57.3,17.0
Steamed Soya,Breakfast,539,49.7,73.7,19.4
Butter Upma,Breakfast,592,16.6,85.6,21.2
Herb Sprouts,Lunch,483,6.9,78.7,13.6
Spicy Mushroom,Snack,166,40.0,80.8,21.8
Grilled Salad,Breakfast,291,38.1,111.2,25.2
Classic Fish,Snack,160,33.4,105.2,7.5
Garlic Lentil,Lunch,494,32.8,97.9,13.4
Garlic Rajma,Dinner,307,15.0,101.2,26.3
Mild Poha,Breakfast,704,45.3,71.7,8.9
Classic Smoothie,Dinner,163,25.9,10.3,13.1
Classic Pulao,Dinner,410,49.9,60.0,18.6
Fried Smoothie,Breakfast,470,45.6,37.9,10.3
Vegan Salad,Snack,379,7.0,99.2,32.3
Vegan Quinoa,Dinner,481,32.4,49.3,39.8
Steamed Tofu,Lunch,185,44.2,47.9,29.1
High Protein Egg,Dinner,447,11.2,64.3,14.2
Steamed Salad,Breakfast,234,49.6,104.0,39.0
Grilled Tofu,Lunch,681,6.6,97.3,24.1
Vegan Khichdi,Breakfast,778,33.1,26.4,38.3
Herb Soya,Breakfast,171,17.0,55.7,16.4
Garlic White Rice,Snack,417,8.0,27.3,19.3
Roasted Egg,Lunch,217,19.1,119.5,10.1
Masala Pulao,Snack,421,11.0,117.6,31.0
Steamed Dosa,Dinner,651,41.2,100.9,14.5
Low Fat Dal,Snack,715,19.5,50.9,32.6
Butter Mushroom,Snack,432,37.1,70.5,5.1
Masala Soup,Snack,725,5.3,78.5,30.0
Spicy Rajma,Snack,625,15.1,101.6,7.2
Curry Smoothie,Snack,595,25.7,90.7,8.4
Grilled Upma,Lunch,768,28.2,33.0,21.1
Roasted Upma,Dinner,336,45.1,113.0,33.3
Herb Brown Rice,Snack,604,41.7,61.0,27.1
Spicy Roti,Breakfast,343,42.2,91.2,29.9
Masala Chole,Breakfast,789,26.3,87.9,21.5
Spicy Paneer,Dinner,160,15.1,92.1,9.5
Masala Khichdi,Lunch,611,26.8,39.7,20.4
Herb Sprouts,Dinner,778,10.0,59.0,31.4
Butter Mushroom,Lunch,367,7.2,57.7,29.8
Steamed Tofu,Dinner,741,22.5,22.6,39.6
Mild Smoothie,Lunch,707,42.9,18.3,10.3
High Protein Pulao,Snack,167,46.3,40.8,29.2
Fried Soup,Dinner,526,26.2,107.5,34.3
Herb Mushroom,Breakfast,797,8.9,64.3,22.6
Herb Poha,Snack,258,31.1,76.0,25.9
Butter Egg,Lunch,675,29.9,74.6,37.7
Herb Sprouts,Breakfast,782,42.1,61.7,26.8
Butter Oats,Snack,189,32.8,81.5,5.6
Butter Paneer,Snack,430,27.3,101.4,30.6
Tandoori Chicken,Breakfast,729,43.4,58.4,21.0
Tandoori Khichdi,Dinner,767,24.8,102.3,11.9
Vegan Fish,Dinner,781,17.0,74.4,24.7
Mild Paratha,Lunch,485,17.2,85.4,38.3
Masala Salad,Lunch,390,40.7,107.0,37.4
Classic Idli,Breakfast,787,14.1,91.6,26.7
Vegan Egg,Lunch,471,45.7,119.2,6.5
Steamed Lentil,Lunch,666,6.9,73.6,17.5
Tandoori Pulao,Dinner,415,29.3,105.1,20.2
Roasted Lentil,Dinner,276,25.5,83.0,14.1
Mild Paneer,Dinner,317,31.0,70.6,7.8
Roasted Biryani,Lunch,411,8.8,10.1,21.5
Roasted Brown Rice,Lunch,665,47.5,63.5,15.8
Low Fat Paratha,Lunch,184,46.8,46.2,11.8
Fried Idli,Snack,539,14.9,106.7,8.5
Masala Poha,Lunch,328,8.1,68.9,18.8
Butter Chicken,Breakfast,251,21.3,102.1,32.5
Grilled Pulao,Snack,279,15.8,83.0,30.2
Mild Biryani,Snack,681,21.6,100.9,25.3
Vegan Khichdi,Lunch,362,8.8,112.9,36.5
Low Fat Tofu,Dinner,180,22.4,80.8,26.1
Fried Idli,Lunch,554,32.9,30.2,32.4
Classic Soya,Dinner,229,13.7,40.0,6.5
Dry Khichdi,Dinner,247,21.4,44.2,34.9
High Protein Sandwich,Snack,343,30.8,86.5,9.1
Mild Paneer,Snack,680,45.4,53.2,11.3
Grilled Chole,Lunch,164,36.5,71.4,5.2
Tandoori Pulao,Breakfast,763,14.9,14.0,31.6
Dry Biryani,Lunch,671,29.6,90.7,33.6
Steamed Quinoa,Dinner,692,12.6,110.1,24.9
Tandoori Paneer,Snack,643,18.8,104.7,34.5
Butter Pulao,Dinner,527,38.7,114.0,17.3
Classic Soup,Lunch,581,10.1,88.0,24.3
Garlic Roti,Snack,550,49.3,34.9,14.6
Grilled Paratha,Lunch,268,35.2,79.0,33.7
Butter Brown Rice,Snack,757,17.1,24.7,21.9
Low Fat Poha,Snack,471,33.6,99.8,32.4
Low Fat Salad,Breakfast,778,24.7,118.9,30.3
Butter Brown Rice,Lunch,425,17.1,77.2,11.4
Curry Idli,Snack,457,7.7,88.5,11.3
Mild Chole,Snack,744,35.6,10.8,20.9
Dry Upma,Snack,177,11.4,119.2,33.3
Dry Chole,Dinner,245,38.0,17.2,6.6
High Protein Soup,Snack,534,37.8,75.6,35.4
Dry Sprouts,Breakfast,332,23.9,68.4,28.6
High Protein Mushroom,Lunch,234,39.4,102.0,20.8
Butter Poha,Lunch,353,26.4,83.4,22.6
Fried Idli,Breakfast,313,45.7,74.9,5.5
Steamed Fish,Snack,413,42.5,22.1,33.6
Grilled Sandwich,Snack,536,35.1,40.5,33.1
Spicy Roti,Breakfast,220,32.1,90.0,33.1
Fried Dosa,Lunch,411,31.9,48.3,19.5
Vegan Biryani,Dinner,520,42.3,73.6,17.8
Vegan Idli,Dinner,223,30.8,100.1,12.4
High Protein Khichdi,Dinner,217,9.7,14.9,14.0
Spicy Upma,Lunch,298,20.3,15.1,11.6
Tandoori Smoothie,Dinner,362,30.5,30.4,10.2
Butter Paneer,Breakfast,306,17.1,53.1,37.2
Herb Pulao,Breakfast,217,14.5,79.8,29.1
Butter Oats,Snack,186,49.5,24.3,18.1
Mild Egg,Breakfast,617,11.1,78.5,36.0
Curry Poha,Breakfast,566,21.4,33.0,6.1
High Protein Oats,Lunch,509,9.3,42.9,21.0
Butter Smoothie,Snack,706,19.1,42.7,28.9
Steamed Quinoa,Lunch,302,48.5,26.2,29.7
Steamed Lentil,Breakfast,714,25.8,11.4,30.5
Spicy Soup,Lunch,421,22.9,11.8,38.3
Fried Oats,Dinner,655,21.4,82.1,11.3
Fried Brown Rice,Dinner,628,20.9,94.1,30.4
Spicy Sprouts,Snack,754,21.5,104.9,16.5
Mild Smoothie,Snack,698,25.4,84.3,27.9
Garlic Fish,Lunch,345,16.9,35.4,22.6
Dry Smoothie,Breakfast,398,14.6,32.9,27.3
Butter Idli,Dinner,317,13.6,55.8,31.8
Dry White Rice,Breakfast,282,10.1,28.0,17.3
Curry Tofu,Snack,199,12.4,92.2,33.2
Low Fat Chole,Breakfast,281,8.6,83.8,19.6
Fried Dal,Dinner,739,9.9,36.2,37.1
Herb Sandwich,Snack,664,42.2,75.7,6.6
Steamed Upma,Snack,606,8.8,32.4,35.7
Curry White Rice,Snack,499,14.7,50.5,33.1
Masala White Rice,Dinner,461,20.0,58.3,34.2
Butter Upma,Breakfast,662,28.7,12.1,35.6
Herb Upma,Breakfast,366,32.1,21.1,38.5
High Protein Oats,Lunch,397,11.7,37.8,9.2
Roasted Soya,Lunch,403,38.7,74.9,25.7
Tandoori Smoothie,Breakfast,538,21.1,65.0,14.4
Vegan Biryani,Dinner,289,47.0,36.7,38.2
Roasted Quinoa,Lunch,266,48.7,67.3,36.9
Dry Lentil,Dinner,748,42.0,88.3,12.9
Tandoori Mushroom,Dinner,480,31.1,95.9,34.4
Masala Paneer,Breakfast,375,34.0,27.6,14.5
Spicy Sprouts,Breakfast,599,11.7,40.4,5.8
Curry Fish,Lunch,385,32.0,35.2,35.2
Dry Poha,Snack,702,48.4,27.5,9.9
Fried Quinoa,Snack,424,9.2,37.0,33.9
High Protein Dal,Lunch,571,14.2,78.3,33.9
Curry Upma,Lunch,767,12.1,105.3,33.1
Roasted Rajma,Dinner,252,11.1,35.9,23.9
Masala Tofu,Lunch,506,22.7,84.1,25.9
Low Fat Dal,Dinner,355,21.3,22.5,22.8
Low Fat Paratha,Lunch,151,30.3,36.9,18.4
High Protein Salad,Dinner,371,44.2,32.9,28.4
High Protein Rajma,Breakfast,620,16.6,38.6,35.4
Curry Mushroom,Dinner,697,21.5,118.1,7.6
Low Fat Salad,Dinner,185,18.0,62.6,15.7
Tandoori Brown Rice,Dinner,707,49.2,113.1,19.8
Garlic Tofu,Breakfast,796,20.4,119.9,9.3
Tandoori Soup,Breakfast,661,27.0,29.7,29.6
Masala Biryani,Dinner,388,22.8,39.3,14.5
Curry Lentil,Lunch,164,38.4,103.9,35.0
Dry Tofu,Breakfast,594,30.1,43.6,11.1
Vegan Biryani,Lunch,360,44.6,38.9,32.7
Butter Sprouts,Dinner,777,5.8,61.5,5.4
Steamed Egg,Lunch,656,14.3,24.9,6.0
Spicy Soup,Lunch,667,38.0,39.6,5.8
Butter Oats,Breakfast,289,16.7,69.7,9.3
Dry Rajma,Lunch,316,45.8,35.6,13.3
Dry Pulao,Lunch,711,30.8,17.3,14.2
Low Fat Idli,Lunch,179,21.6,46.9,6.3
Herb Fish,Dinner,160,38.0,56.5,9.3
Fried Quinoa,Snack,541,35.0,67.5,6.3
Butter Poha,Lunch,684,6.5,95.0,7.9
Fried Sprouts,Snack,394,25.8,67.8,9.5
Masala Khichdi,Lunch,703,38.5,43.6,35.5
Vegan Tofu,Snack,588,5.1,119.7,20.5
Fried Lentil,Dinner,611,6.8,89.3,19.0
Butter Dal,Breakfast,695,41.7,39.4,19.4
Butter Fish,Breakfast,536,41.8,51.5,21.1
Masala Poha,Snack,410,24.8,111.3,16.2
Spicy Mushroom,Breakfast,625,43.6,17.5,17.8
Spicy Khichdi,Lunch,760,16.6,70.2,33.6
Masala Poha,Dinner,269,34.7,69.4,13.9
High Protein Lentil,Breakfast,155,8.5,21.5,5.5
